SFV_Am_put FV_Eur_put FV_Am_call FV_Eur_call 
167.3 4.19551 4.13033 74.644 74.6427 
167.4 4.18775 4.12278 74.7355 74.7342 
167.5 4.17999 4.11523 74.8269 74.8256 
167.6 4.17224 4.10768 74.9184 74.9171 
167.7 4.16449 4.10013 75.0098 75.0085 
167.8 4.15674 4.09259 75.1013 75.1 
167.9 4.14899 4.08504 75.1928 75.1915 
168 4.14124 4.07749 75.2842 75.2829 
168.1 4.13349 4.06994 75.3757 75.3744 
168.2 4.12574 4.06239 75.4672 75.4658 
168.3 4.11799 4.05484 75.5586 75.5573 
168.4 4.11024 4.04729 75.6501 75.6487 
168.5 4.10249 4.03974 75.7415 75.7402 
168.6 4.09474 4.03219 75.833 75.8317 
168.7 4.087 4.02464 75.9245 75.9231 
168.8 4.07925 4.01709 76.0159 76.0146 
168.9 4.0715 4.00955 76.1074 76.106 
169 4.06376 4.002 76.1988 76.1975 
169.1 4.05602 3.99445 76.2903 76.2889 
169.2 4.04829 3.9869 76.3818 76.3804 
169.3 4.04056 3.97935 76.4732 76.4718 
169.4 4.03284 3.9718 76.5647 76.5633 
169.5 4.02512 3.96425 76.6562 76.6548 
169.6 4.01742 3.9567 76.7476 76.7462 
169.7 4.00972 3.94915 76.8391 76.8377 
169.8 4.00202 3.9416 76.9305 76.9291 
169.9 3.99432 3.93406 77.022 77.0206 
170 3.98663 3.92651 77.1135 77.112 
170.1 3.97894 3.91896 77.2049 77.2035 
170.2 3.97125 3.91141 77.2964 77.2949 
170.3 3.96355 3.90386 77.3879 77.3864 
170.4 3.95587 3.89631 77.4793 77.4779 
170.5 3.94819 3.88876 77.5708 77.5693 
170.6 3.94051 3.88121 77.6622 77.6608 
170.7 3.93283 3.87366 77.7537 77.7522 
170.8 3.92516 3.86611 77.8452 77.8437 
170.9 3.91748 3.85857 77.9366 77.9351 
171 3.9098 3.85102 78.0281 78.0266 
171.1 3.90212 3.84347 78.1196 78.1181 
171.2 3.89444 3.83592 78.211 78.2095 
171.3 3.88677 3.82837 78.3025 78.301 
171.4 3.87909 3.82082 78.3939 78.3924 
171.5 3.87142 3.81327 78.4854 78.4839 
171.6 3.86375 3.80572 78.5769 78.5753 
171.7 3.85608 3.79817 78.6683 78.6668 
171.8 3.84841 3.79062 78.7598 78.7582 
171.9 3.84074 3.78307 78.8512 78.8497 
172 3.83307 3.77553 78.9427 78.9412 
172.1 3.8254 3.76798 79.0342 79.0326 
172.2 3.81773 3.76043 79.1256 79.1241 
172.3 3.81006 3.75288 79.2171 79.2155 
172.4 3.8024 3.74533 79.3086 79.307 
172.5 3.79473 3.73778 79.4 79.3984 
172.6 3.78706 3.73023 79.4915 79.4899 
172.7 3.77939 3.72268 79.5829 79.5813 
172.8 3.77172 3.71513 79.6744 79.6728 
172.9 3.76405 3.70758 79.7659 79.7643 
173 3.75639 3.70004 79.8573 79.8557 
173.1 3.74872 3.69249 79.9488 79.9472 
173.2 3.74106 3.68494 80.0403 80.0386 
173.3 3.7334 3.67739 80.1317 80.1301 
173.4 3.72574 3.66984 80.2232 80.2215 
173.5 3.71808 3.66229 80.3146 80.313 
173.6 3.71042 3.65474 80.4061 80.4044 
173.7 3.70276 3.64719 80.4976 80.4959 
173.8 3.6951 3.63964 80.589 80.5874 
173.9 3.68745 3.63209 80.6805 80.6788 
174 3.6798 3.62454 80.772 80.7703 
174.1 3.67215 3.617 80.8634 80.8617 
174.2 3.66449 3.60945 80.9549 80.9532 
174.3 3.65684 3.6019 81.0464 81.0446 
174.4 3.64919 3.59435 81.1378 81.1361 
174.5 3.64155 3.5868 81.2293 81.2276 
174.6 3.63391 3.57925 81.3207 81.319 
174.7 3.62626 3.5717 81.4122 81.4105 
174.8 3.61862 3.56415 81.5037 81.5019 
174.9 3.61099 3.5566 81.5951 81.5934 
175 3.60336 3.54905 81.6866 81.6848 
175.1 3.59572 3.54151 81.7781 81.7763 
175.2 3.58809 3.53396 81.8695 81.8677 
175.3 3.58046 3.52641 81.961 81.9592 
175.4 3.57282 3.51886 82.0524 82.0507 
175.5 3.56519 3.51131 82.1439 82.1421 
175.6 3.55756 3.50376 82.2354 82.2336 
175.7 3.54993 3.49621 82.3268 82.325 
175.8 3.5423 3.48866 82.4183 82.4165 
175.9 3.53467 3.48111 82.5098 82.5079 
176 3.52703 3.47356 82.6012 82.5994 
176.1 3.5194 3.46602 82.6927 82.6908 
176.2 3.51177 3.45847 82.7841 82.7823 
176.3 3.50414 3.45092 82.8756 82.8738 
176.4 3.49652 3.44337 82.9671 82.9652 
176.5 3.48889 3.43582 83.0585 83.0567 
176.6 3.48126 3.42827 83.15 83.1481 
176.7 3.47363 3.42072 83.2415 83.2396 
176.8 3.466 3.41317 83.3329 83.331 
176.9 3.45838 3.40562 83.4244 83.4225 
177 3.45075 3.39807 83.5159 83.514 
177.1 3.44312 3.39052 83.6073 83.6054 
177.2 3.4355 3.38298 83.6988 83.6969 
177.3 3.42787 3.37543 83.7902 83.7883 
177.4 3.42026 3.36788 83.8817 83.8798 
177.5 3.41264 3.36033 83.9732 83.9712 
177.6 3.40502 3.35278 84.0646 84.0627 
177.7 3.39741 3.34523 84.1561 84.1541 
177.8 3.38979 3.33768 84.2476 84.2456 
177.9 3.38217 3.33013 84.339 84.3371 
178 3.37456 3.32258 84.4305 84.4285 
178.1 3.36694 3.31503 84.522 84.52 
178.2 3.35932 3.30749 84.6134 84.6114 
178.3 3.35171 3.29994 84.7049 84.7029 
178.4 3.34409 3.29239 84.7963 84.7943 
178.5 3.33648 3.28484 84.8878 84.8858 
178.6 3.32886 3.27729 84.9793 84.9772 
178.7 3.32125 3.26974 85.0707 85.0687 
178.8 3.31363 3.26219 85.1622 85.1602 
178.9 3.30602 3.25464 85.2537 85.2516 
179 3.2984 3.24709 85.3451 85.3431 
179.1 3.29078 3.23954 85.4366 85.4345 
179.2 3.28317 3.23199 85.5281 85.526 
179.3 3.27556 3.22445 85.6195 85.6174 
179.4 3.26795 3.2169 85.711 85.7089 
179.5 3.26033 3.20935 85.8024 85.8004 
179.6 3.25272 3.2018 85.8939 85.8918 
179.7 3.24511 3.19425 85.9854 85.9833 
179.8 3.2375 3.1867 86.0768 86.0747 
179.9 3.22989 3.17915 86.1683 86.1662 
180 3.22228 3.1716 86.2598 86.2576 
180.1 3.21466 3.16405 86.3512 86.3491 
180.2 3.20705 3.1565 86.4427 86.4405 
180.3 3.19945 3.14896 86.5342 86.532 
180.4 3.19184 3.14141 86.6256 86.6235 
180.5 3.18423 3.13386 86.7171 86.7149 
180.6 3.17662 3.12631 86.8086 86.8064 
180.7 3.16901 3.11876 86.9 86.8978 
180.8 3.1614 3.11121 86.9915 86.9893 
180.9 3.15379 3.10366 87.0829 87.0807 
181 3.14618 3.09611 87.1744 87.1722 
181.1 3.13857 3.08856 87.2659 87.2636 
181.2 3.13096 3.08101 87.3573 87.3551 
181.3 3.12335 3.07347 87.4488 87.4466 
181.4 3.11574 3.06592 87.5403 87.538 
181.5 3.10813 3.05837 87.6317 87.6295 
181.6 3.10052 3.05082 87.7232 87.7209 
181.7 3.09291 3.04327 87.8147 87.8124 
181.8 3.0853 3.03572 87.9061 87.9038 
181.9 3.0777 3.02817 87.9976 87.9953 
182 3.07009 3.02062 88.0891 88.0867 
182.1 3.06249 3.01307 88.1805 88.1782 
182.2 3.05488 3.00552 88.272 88.2697 
182.3 3.04846 3.00014 88.3656 88.3633 
182.4 3.04243 2.99505 88.4595 88.4572 
182.5 3.03677 2.98996 88.5535 88.5511 
182.6 3.0311 2.98487 88.6474 88.645 
182.7 3.02552 2.97978 88.7413 88.7389 
182.8 3.02011 2.97468 88.8352 88.8329 
182.9 3.0147 2.96959 88.9292 88.9268 
183 3.0093 2.9645 89.0231 89.0207 
183.1 3.00391 2.95941 89.117 89.1146 
183.2 2.99852 2.95432 89.2109 89.2085 
183.3 2.99313 2.94923 89.3048 89.3024 
183.4 2.98785 2.94414 89.3988 89.3963 
183.5 2.98258 2.93905 89.4927 89.4902 
183.6 2.97731 2.93396 89.5866 89.5842 
183.7 2.97204 2.92886 89.6805 89.6781 
183.8 2.96676 2.92377 89.7745 89.772 
183.9 2.96149 2.91868 89.8684 89.8659 
184 2.95622 2.91359 89.9623 89.9598 
184.1 2.95095 2.9085 90.0562 90.0537 
184.2 2.94568 2.90341 90.1502 90.1476 
184.3 2.94041 2.89832 90.2441 90.2416 
184.4 2.93513 2.89323 90.338 90.3355 
184.5 2.92986 2.88813 90.4319 90.4294 
184.6 2.92459 2.88304 90.5258 90.5233 
184.7 2.91936 2.87795 90.6198 90.6172 
184.8 2.91414 2.87286 90.7137 90.7111 
184.9 2.90892 2.86777 90.8076 90.805 
185 2.9037 2.86268 90.9015 90.899 
185.1 2.89848 2.85759 90.9955 90.9929 
185.2 2.89327 2.8525 91.0894 91.0868 
185.3 2.88806 2.84741 91.1833 91.1807 
185.4 2.88285 2.84231 91.2772 91.2746 
185.5 2.87763 2.83722 91.3712 91.3685 
185.6 2.87242 2.83213 91.4651 91.4624 
185.7 2.86721 2.82704 91.559 91.5564 
185.8 2.862 2.82195 91.6529 91.6503 
185.9 2.85679 2.81686 91.7469 91.7442 
186 2.85158 2.81177 91.8408 91.8381 
186.1 2.84637 2.80668 91.9347 91.932 
186.2 2.84115 2.80158 92.0286 92.0259 
186.3 2.83594 2.79649 92.1225 92.1198 
186.4 2.83073 2.7914 92.2165 92.2137 
186.5 2.82552 2.78631 92.3104 92.3077 
186.6 2.82031 2.78122 92.4043 92.4016 
186.7 2.8151 2.77613 92.4982 92.4955 
186.8 2.8099 2.77104 92.5922 92.5894 
186.9 2.80469 2.76595 92.6861 92.6833 
187 2.79949 2.76086 92.78 92.7772 
187.1 2.7943 2.75576 92.8739 92.8711 
187.2 2.7891 2.75067 92.9679 92.9651 
187.3 2.78391 2.74558 93.0618 93.059 
187.4 2.77873 2.74049 93.1557 93.1529 
187.5 2.77355 2.7354 93.2496 93.2468 
187.6 2.76837 2.73031 93.3436 93.3407 
187.7 2.76319 2.72522 93.4375 93.4346 
187.8 2.75801 2.72013 93.5314 93.5285 
187.9 2.75284 2.71503 93.6253 93.6225 
188 2.74767 2.70994 93.7193 93.7164 
188.1 2.74249 2.70485 93.8132 93.8103 
188.2 2.73732 2.69976 93.9071 93.9042 
188.3 2.73215 2.69467 94.001 93.9981 
188.4 2.72699 2.68958 94.095 94.092 
188.5 2.72182 2.68449 94.1889 94.1859 
188.6 2.71665 2.6794 94.2828 94.2799 
188.7 2.71149 2.67431 94.3767 94.3738 
188.8 2.70632 2.66921 94.4706 94.4677 
188.9 2.70116 2.66412 94.5646 94.5616 
189 2.69599 2.65903 94.6585 94.6555 
189.1 2.69083 2.65394 94.7524 94.7494 
189.2 2.68566 2.64885 94.8463 94.8433 
189.3 2.6805 2.64376 94.9403 94.9372 
189.4 2.67534 2.63867 95.0342 95.0312 
189.5 2.67017 2.63358 95.1281 95.1251 
189.6 2.66501 2.62848 95.222 95.219 
189.7 2.65985 2.62339 95.316 95.3129 
189.8 2.65469 2.6183 95.4099 95.4068 
189.9 2.64953 2.61321 95.5038 95.5007 
190 2.64437 2.60812 95.5977 95.5946 
190.1 2.63921 2.60303 95.6917 95.6886 
190.2 2.63405 2.59794 95.7856 95.7825 
190.3 2.62889 2.59285 95.8795 95.8764 
190.4 2.62373 2.58776 95.9734 95.9703 
190.5 2.61857 2.58266 96.0674 96.0642 
190.6 2.61341 2.57757 96.1613 96.1581 
190.7 2.60825 2.57248 96.2552 96.252 
190.8 2.60309 2.56739 96.3491 96.346 
190.9 2.59793 2.5623 96.4431 96.4399 
191 2.59277 2.55721 96.537 96.5338 
191.1 2.58761 2.55212 96.6309 96.6277 
191.2 2.58245 2.54703 96.7248 96.7216 
191.3 2.57729 2.54193 96.8188 96.8155 
191.4 2.57214 2.53684 96.9127 96.9094 
191.5 2.56698 2.53175 97.0066 97.0034 
191.6 2.56183 2.52666 97.1005 97.0973 
191.7 2.55667 2.52157 97.1945 97.1912 
191.8 2.55152 2.51648 97.2884 97.2851 
191.9 2.54636 2.51139 97.3823 97.379 
192 2.54121 2.5063 97.4762 97.4729 
192.1 2.53606 2.50121 97.5702 97.5668 
192.2 2.5309 2.49611 97.6641 97.6607 
192.3 2.52575 2.49102 97.758 97.7547 
192.4 2.5206 2.48593 97.8519 97.8486 
192.5 2.51545 2.48084 97.9459 97.9425 
192.6 2.5103 2.47575 98.0398 98.0364 
192.7 2.50515 2.47066 98.1337 98.1303 
192.8 2.50001 2.46557 98.2277 98.2242 
192.9 2.49486 2.46048 98.3216 98.3181 
193 2.48972 2.45538 98.4155 98.4121 
193.1 2.48458 2.45029 98.5094 98.506 
193.2 2.47943 2.4452 98.6034 98.5999 
193.3 2.4743 2.44011 98.6973 98.6938 
193.4 2.46916 2.43502 98.7912 98.7877 
193.5 2.46402 2.42993 98.8851 98.8816 
193.6 2.45888 2.42484 98.9791 98.9755 
193.7 2.45374 2.41975 99.073 99.0695 
193.8 2.44861 2.41466 99.1669 99.1634 
193.9 2.44347 2.40956 99.2608 99.2573 
194 2.43833 2.40447 99.3548 99.3512 
194.1 2.43319 2.39938 99.4487 99.4451 
194.2 2.42806 2.39429 99.5426 99.539 
194.3 2.42292 2.3892 99.6365 99.6329 
194.4 2.41778 2.38411 99.7305 99.7269 
194.5 2.41264 2.37902 99.8244 99.8208 
194.6 2.40751 2.37393 99.9183 99.9147 
194.7 2.40237 2.36883 100.012 100.009 
194.8 2.39724 2.36374 100.106 100.103 
194.9 2.3921 2.35865 100.2 100.196 
195 2.38697 2.35356 100.294 100.29 
195.1 2.38183 2.34847 100.388 100.384 
195.2 2.37669 2.34338 100.482 100.478 
195.3 2.37156 2.33829 100.576 100.572 
195.4 2.36642 2.3332 100.67 100.666 
195.5 2.36129 2.32811 100.764 100.76 
195.6 2.35615 2.32301 100.858 100.854 
195.7 2.35102 2.31792 100.952 100.948 
195.8 2.34588 2.31283 101.045 101.042 
195.9 2.34075 2.30774 101.139 101.136 
196 2.33562 2.30265 101.233 101.229 
196.1 2.33049 2.29756 101.327 101.323 
196.2 2.32536 2.29247 101.421 101.417 
196.3 2.32024 2.28738 101.515 101.511 
196.4 2.31511 2.28228 101.609 101.605 
196.5 2.30998 2.27719 101.703 101.699 
196.6 2.30485 2.2721 101.797 101.793 
196.7 2.29972 2.26701 101.891 101.887 
196.8 2.29459 2.26192 101.985 101.981 
196.9 2.28947 2.25683 102.079 102.075 
197 2.28434 2.25174 102.173 102.169 
197.1 2.27921 2.24665 102.266 102.263 
197.2 2.27408 2.24156 102.36 102.356 
197.3 2.26895 2.23646 102.454 102.45 
197.4 2.26383 2.23137 102.548 102.544 
197.5 2.2587 2.22628 102.642 102.638 
197.6 2.25357 2.22119 102.736 102.732 
197.7 2.24844 2.2161 102.83 102.826 
197.8 2.24331 2.21101 102.924 102.92 
197.9 2.23819 2.20592 103.018 103.014 
198 2.23306 2.20083 103.112 103.108 
198.1 2.22793 2.19573 103.206 103.202 
198.2 2.22281 2.19064 103.3 103.296 
198.3 2.21768 2.18555 103.394 103.389 
198.4 2.21255 2.18046 103.488 103.483 
198.5 2.20743 2.17537 103.581 103.577 
198.6 2.2023 2.17028 103.675 103.671 
198.7 2.19718 2.16519 103.769 103.765 
198.8 2.19205 2.1601 103.863 103.859 
198.9 2.18692 2.15501 103.957 103.953 
199 2.1818 2.14991 104.051 104.047 
199.1 2.17667 2.14482 104.145 104.141 
199.2 2.17155 2.13973 104.239 104.235 
199.3 2.16642 2.13464 104.333 104.329 
199.4 2.1613 2.12955 104.427 104.423 
199.5 2.15618 2.12446 104.521 104.516 
199.6 2.15105 2.11937 104.615 104.61 
199.7 2.14593 2.11428 104.709 104.704 
199.8 2.1408 2.10918 104.803 104.798 
199.9 2.13568 2.10409 104.896 104.892 
200 2.13055 2.099 104.99 104.986 
